Gender,Interest,Skills,Any_Add_Cert_Courses,Cert_Courses_Desc,Course
Male,Technology,NO,No,No,B.Tech
Female,Financial Analysis,"Analytic Thinking, SQL, Oracle, Programming, Team work, Linux, Building Rapport, Subject Knowledge",Yes,Automation Test Engineer,MDCS
Male,Data analytics,Critical Thinking;Gathering Information;Communication skills;Writing skills;Machine Learning skills;Python,Yes,Machine learning with python,B.Tech
Male,Financial Analysis;Sales/Marketing;Govt. Job;Digital marketing,Critical Thinking;Gathering Information;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Sales;Social Media Marketing,No,No,B.Com
Female,"Understand Human Behaviour, Understand Human Body","People Management, Communication Skills, Negotiation Skills, Leadership, Creativity Skills, Team work, Interpersonal Skills, Presentation Skills",Yes,IOT,B.Tech
Female,Financial Analysis;Research;Social causes,Accounting Skills;Wealth Management,No,No,B.Com
Male,Human Resource,HR,Yes,Tech Recruitment Certified Professional,BBA
Male,Web Designing;Data analytics;Govt. Job;Data scientist,Programming Language skills;Data Visualization skills( Power Bi/ Tableau );Python;SQL,No,No,BE
Male,"Research, Technology","Java, SQL, Programming",No,No,B.Tech
Female,Financial Analysis;News Coverage;Sales/Marketing;Understand human behaviour;Supply Chain Analysis;Content Writing;Data analytics;Govt. Job;Digital marketing;Retailer;Data scientist;Social media marketing;Infrastructure;Industires;Product Life cycle Management;Navy Defence related,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Machine Learning skills;Social Media Marketing;Interpersonal skills;Presentation Skills;Python;SQL;Hospitality;HR;Good communication skills,No,No,BE
Male,Game industry,Communication skills,Yes,SUITS,BCA
Male,"Financial Analysis, Sales/Marketing","Accounting Skills, Active Listening, Business Knowledge, Communication Skills, Leadership, Team work, Writing, Reading, Sales",No,No ,B.Com
Female,Entrepreneurship,"Leadership, Product Knowledge, Interpersonal Skills, Sales",No,not possible ,B.Com
Male,"Technology, Analysis","ML, Python, SQL, Programming, Excel, Problem Solving skills, Tableau",Yes,Data Science ,B.Com
Male,"Industires,Technology",KiCAD;Keil;dc to dc converters;dc to ac converters;dc drives;facts devices;Matlab;Power Systems,Yes,Power Systems,B.Tech
Male,Data Analytics,NO,No,No,BE
Male,Financial Analysis;Research;Technology;Understand human behaviour;Data analytics;Govt. Job;Data scientist;All fields related to Data science.;Information Technology;Navy Defence related;Sports Industry,Analytical Skills;People management;Leadership;Product knowledge;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,Yes,Certification in Data science and visualization,BE
Male,Sales/Marketing,Business Knowledge,No,No,B.Com
Male,Social Justice;Home interior design;Information Technology,Finance related skills;Civil & Criminal Law;Negotiation skills;Good communication skills,No,No,BA
Female,"Teaching, Technology","Gathering Informing, Interpersonal Skills, Building Rapport, Subject Knowledge",No,No,B.Sc
Female,Sales/Marketing;Supply Chain Analysis,Active Listening;Gathering Information;Communication skills;Mass Communication,Yes,Mushroom cultivation project,B.Sc
Male,"Financial Analysis, Research, Technology, Understand Human Behaviour","Active Listening, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Communication Skills, Work under Pressure, Excel",Yes,Data Science,Bhmct
Male,"Financial Analysis, News Coverage, Research, Social Justice, Teaching, Technology, Understand Human Behaviour","Active Listening, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, Java, SQL, Oracle, Programming, People Management, Communication Skills, Work under Pressure, Leadership, News Gathering, Editing, Product Knowledge, Creativity Skills, Excel, Interpersonal Skills, Presentation Skills, Wealth Management, Problem Solving skills, Mass Communication, Writing, Risk Managing, Designing Skills",Yes,"Nptel, Coursera",B.Tech
Female,Teaching,"Reading, Sales",No,No,BMS
Male,Technology;Web Designing;Data analytics;Game industry,Hardware skills;Programming Language skills;Data Visualization skills( Power Bi/ Tableau );R;Python;SQL,Yes,Data Science in Python,BA
Male,Technology,"ML, Python, SQL, Excel, R, Tableau",Yes,Data Science in Python and R,BA
Female,"Research, Teaching","Critical Thinking, Communication Skills, Leadership, Team work, Writing",No,No,Arts
Female,Technology;Web Designing,Designing skills;Java,Yes,DTPO,BCA
Female,Data scientist,R;Python,No,No,BE
Female,News Coverage,"Communication Skills, Work under Pressure, Leadership, Team work, Excel, Problem Solving skills, Reading",Yes,Quality and control,B.Tech
Female,Research;Technology;Data analytics;Data scientist;All fields related to Data science.,Business Knowledge;Communication skills;Leadership;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Presentation Skills;R;Python;SQL;Cloud Computing;Good communication skills;AWS;Programming Language C,Yes,Professional course of data science and Artificial intelligence,BE
Male,Sales/Marketing;Social Justice;Home interior design;Market reserach;Social media marketing,Active Listening;Hardware skills;Business Knowledge;Communication skills;Negotiation skills;Mass Communication;Problem Solving skills;Sales;Social Media Marketing;Hospitality;Good communication skills,Yes,Supply Chain Management.Six sigma                                         Six sigma,MBA
Male,Data analytics;Market reserach;Industires;Product Life cycle Management;Sports Industry,Business Knowledge;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Sales;HR,No,No,B.Tech
Male,Financial Analysis,Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Python;SQL,Yes,Python ,BBA
Male,Design,Designing skills,Yes,Post diploma in tool design and CAD CAM,BE
Male,Data analytics,Analytical Skills,Yes,Data Science with Python ,BE
Male,Research;Technology;Trading;Understand human behaviour;Supply Chain Analysis,Active Listening;Hardware skills;Critical Thinking;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL,Yes,Data Science using python,BE
Male,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",No,No,B.Tech
Male,Design,"Proeficiency in Software like STAAD PRO, ETABS",Yes,Solidworks,B.Tech
Female,Teaching,"Critical Thinking, Analytic Thinking, Team work, Problem Solving skills, Reading",Yes,TTF,B.Sc
Male,Technology;Game industry;Market reserach;Information Technology,Programming Language skills;Linux;SQL;Java,No,No,B.Tech
Male,Technology;Trading,Active Listening;Programming Language skills;Gathering Information,Yes,CEH,BCA
Female,Teaching,Active Listening;Good communication skills;Teaching,No,No,BA
Male,Trading,C++,No,No,BE
Female,Technology,Active Listening;Programming Language skills;Java,No,No,B.Sc
Female,Litigation & Legal service,Critical Thinking;Gathering Information;Civil & Criminal Law,Yes,Patents,BALLB
Male,Technology,Python,No,No,B.Tech
Male,Sales/Marketing,"Work under Pressure, Team work",No,No,BE
Male,Financial Analysis;Research;Social Justice;Teaching;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing,Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Civil & Criminal Law,No,No,BE
Male,Technology,"Team work, Observation Skills",No,No,B.Tech
Male,Sales/Marketing;Supply Chain Analysis;Data analytics,Analytical Skills;Machine Learning skills;Sales;Python;HR,Yes,Certification Data science & AI using python and R ,B.Sc
Female,Understand human behaviour;Gardening ,Active Listening;Civil & Criminal Law,Yes,"Yoga bachelor degree, ccc.",M.A
Female,Digital marketing,Social Media Marketing,Yes,Diploma in Software Engineering,B.Com
Male,Construction;Construction Manegement,construction management,Yes,structural engineering,B.Tech
Male,Construction;Construction Manegement;Urban Planning;Project Management,"Proeficiency in Software like STAAD PRO, ETABS",Yes,Structural analysis,B.Tech
Male,Technology;Data scientist;Information Technology,"Communication skills;Leadership;Problem Solving skills;Hospitality;HR;Client management;Good communication skills;Foreign languages french, Spanish ",No,No,BCA
Male,Data Analytics,NO,No,No,B.Tech
Male,Technology,"ML, Python",No,Pursuing data science,B.Tech
Female,Data analytics;Govt. Job;Data scientist,Programming Language skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,No,Data science,BE
Male,Research;Sales/Marketing;Digital marketing,Programming Language skills;Business Knowledge;Designing skills;Writing skills;Sales;Social Media Marketing;Presentation Skills,Yes,No,BA
Male,"Sales/Marketing, Entrepreneurship, Understand Human Body","Leadership, Mass Communication, Reading, Sales",No,No,Hsc
Male,Data Analytics,NO,No,No,B.Tech
Male,"Research, Technology, Entrepreneurship","ML, Python, Critical Thinking, Analytic Thinking, SQL, Editing, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Reading",Yes,360 DigitMG,B.Tech
Male,Research;Social Justice;Teaching;Technology,Leadership;Product knowledge;Problem Solving skills,No,No,BE
Female,"Financial Analysis, News Coverage, Research, Sales/Marketing, Technology, Entrepreneurship, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Editing, Creativity Skills, Market Study, Team work, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Observation Skills, Risk Managing, Reporting, Reading, Designing Skills, Sales",Yes,Marketing Management ,B.Tech
Male,Research;Data analytics;Data scientist;All fields related to Data science.;Industires;Design,Programming Language skills;Machine Learning skills;Python,No,No,B.Tech
Male,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Yes,STAAD-Pro,B.Tech
Male,Infrastructure;Social causes;Industires;Design;Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",Yes,STAAD-Pro,B.Tech
Male,Technology;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills,Yes,Data science ,B.Tech
Female,Social Justice,Analytic Thinking,No,No,BBA
Male,Technology;Supply Chain Analysis,Communication skills;Presentation Skills;Artificial Intelligence,No,No,M.Tech
Male,Teaching;Technology;Trading,People management;Architecture,No,No,B.Tech
Male,Research;Technology;Trading,Programming Language skills;Analytical Skills;Negotiation skills;Leadership;Problem Solving skills;Python,No,No,B.Tech
Female,Entrepreneurship,"Java, SQL",No,No,B.Tech
Male,Technology;Web Designing;Govt. Job;Game industry;Web development,Editing;Python,No,No,B.Tech
Male,Service;Design,Hardware skills;Python;Us & Canada Recruitment (IT),No,No,B.Tech
Male,Network ,Network engineer ,No,No,B.Tech
Male,Technology,"AI, Python, Editing, Problem Solving skills",No,Data Science,B.Sc
Female,News Coverage;Data analytics;Govt. Job;Infrastructure,Business Knowledge;People management;Product knowledge,No,No,BA
Male,Research;Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL;Excel,Yes,Data Science ,BE
Male,Entrepreneurship,"Active Listening, Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Product Knowledge, Creativity Skills, Market Study, Team work, Logical Skills, Presentation Skills, Writing, Observation Skills",No,No,TYB.COM
Male,Data analytics;Data scientist;All fields related to Data science.,Analytical Skills;People management;Communication skills;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;HR;Good communication skills;Teaching,Yes,"HTML, Cyber security and Python.",B.Tech
Male,"Web development,Information Technology,Blockchain,Digital marketing,Game industry",DevOps;Kubernetes;Docker;Jenkins;Linux;Bash Script;Grafana;Elastic Stack (ELK);Amazon Web Services (AWS);Git;Linux System Administration;Ansible;Elasticsearch;OpenStack;Apache Kafka;Redis;docker;Bash;prometheus;Nginx,Yes,DevOps ,B.Tech
Male,Data Analytics,"C,C++,Java,JavaScript,Python",Yes,"C,C++,Java,JavaScript,Python",B.Tech
Male,Technology,"Active Listening, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, SQL, Communication Skills, News Gathering, Editing, Creativity Skills, Team work, Excel, Presentation Skills, C++, Writing, Reading, Designing Skills",Yes,"PGDCA, TALLY, EXCEL",B.Sc
Female,Technology,Machine Learning skills;Python;Artificial Intelligence;SQL,No,No,BE
Female,Understand human behaviour;Retailer;Service;Social causes,Recruiting,Yes,Certified Professional- Recruiter,BBA
Female,Understand human body;Content Writing;Digital marketing;Product Life cycle Management,Critical Thinking;Gathering Information;Leadership;Editing;Product knowledge;Problem Solving skills;Writing skills;Machine Learning skills;Interpersonal skills;Medical knowledge,Yes,Instructional Designing,M.Sc
Male,Financial Analysis;Research;Sales/Marketing;Technology;Supply Chain Analysis;Data analytics;Digital marketing;Market reserach;Social media marketing;Machine Learning;Sports Industry;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;SQL;Content creation;Good communication skills,No,No,B.Tech
Male,"Financial Analysis, Sales/Marketing, Technology, Trading, Entrepreneurship","Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, Leadership, Market Study, Team work, Interpersonal Skills, Wealth Management, Risk Managing",Yes,No,BE
Male,"News Coverage, Research, Social Justice, Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Artistic skills, Business Knowledge, People Management, Editing, Product Knowledge, Creativity Skills, Team work, Designing Skills",No,No,B.E
Male,Technology,Critical Thinking;People management;Leadership;Product knowledge;Problem Solving skills;SAP,Yes,Indians Skills industrial machinery ,Diploma
Male,Govt. Job,Hardware skills;Writing skills;Good communication skills,No,No,BE
Male,Sales/Marketing,Sales,No,No,Degree
Female,Further Studies,NO,NO,No,B.Tech
Male,Technology,"AI, ML, Python",Yes,Data scientist,B.Tech
Female,Financial Analysis,Accounting Skills,No,No,B.Com
Female,"Research, Teaching, Technology, Entrepreneurship","Gathering Informing, Communication Skills, Editing, Presentation Skills, Observation Skills, Reading, Subject Knowledge",No,No,BMS
Male,Technology;Web Designing;Content Writing;Data analytics;Data scientist,Business Knowledge;Leadership;Editing;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Python;Java,Yes,Data science,B.Tech
Male,Financial Analysis,Accounting Skills;People management,No,No,B.Com
Male,Financial Analysis;Sales/Marketing;Technology;Trading;Game industry,Accounting Skills;Business Knowledge;Finance related skills;Risk management skills;Wealth Management,No,No,B.Com
Female,Data Analytics,Python,No,Python,B.Tech
Female,Social Justice;Understand human behaviour;Gardening;Social causes;All fields related to Data science.;Information Technology,Active Listening;Gathering Information;Business Knowledge;Good communication skills,Yes,ADCA,B.Sc
Male,Teaching;Govt. Job;Game industry,Analytical Skills;Communication skills,Yes,CCC,B.Sc
Male,Data Analytics,NO,No,No,BE
Male,Data analytics,People management;Leadership,Yes,Data science ,B.Tech
Female,Research;Sales/Marketing;Understand human behaviour;Content Writing,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Social Media Marketing;Presentation Skills;Content creation,Yes,No,BA
Male,Software Job,"JS, PHP,CSS,HTML, Android",Yes,"JS, PHP,CSS,HTML, Android",B.Tech
Female,Teaching;Understand human behaviour;Web Designing,Python;SQL;Java;Cloud Computing,Yes,Software testing,BE
Male,Web development,Programming Language skills;SQL;Java;Cloud Computing,No,No,BCA
Male,"Financial Analysis, News Coverage, Research, Sales/Marketing, Trading, Entrepreneurship","Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Cost Accounting, Excel",Yes,Tally,B.Com
Male,Software Job,"Full stack, SQL",Yes,"Full stack, SQL",B.Tech
Male,Financial Analysis;Research;Social Justice;Teaching;Trading;Content Writing,Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Java,Yes,C++,BCA
Male,News Coverage;Research;Digital marketing;Home interior design;Data scientist;Web development;Market reserach;Social media marketing,Programming Language skills;C++,No,No,B.Tech
Female,Technology,"Python, Java, SQL",No,No,B.Tech
Female,Technology;Govt. Job;Data scientist,Problem Solving skills;C++;SQL;Java,Yes,Data scientist,BE
Female,Teaching,Derivatives,No,No,B.Com
Male,Supply Chain Analysis;SAP Consultant in MM,People management;SAP,Yes,SAP MM global certification,BE
Male,Data Analytics,NO,No,No,B.Tech
Male,Social Justice;Technology;Govt. Job;Construction;Construction Manegement;Urban Planning ,Critical Thinking;People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Interpersonal skills;Hospitality;Good communication skills,No,No,BE
Male,Sales/Marketing;Understand human behaviour;Social causes;Customer care,Active Listening;Communication skills;Product knowledge;Problem Solving skills;Hospitality,Yes,Diploma in computer application,MA
Male,Sales/Marketing;Data analytics;Digital marketing;Data scientist;Market reserach;Social media marketing;All fields related to Data science.;Machine Learning;Sports Industry;Excel,Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Social Media Marketing;Interpersonal skills;C++;R;Python;SQL,Yes,"C,C++,Java,Digital Marketing,Adv.Excel",MBA
Male,Software Job,NO,No,No,B.Tech
Female,Technology,"SQL, Communication Skills",Yes,LinkedIN Certification,B.Tech
Female,Sales/Marketing;Technology;Understand human behaviour;Supply Chain Analysis;Data analytics;Govt. Job;Digital marketing;Data scientist;Social media marketing;All fields related to Data science.;Industires;Design;Product Life cycle Management,Active Listening;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Presentation Skills;Python;Hospitality,Yes,PLC programming,B.Tech
Male,Financial Analysis,"
Project Finance;Financial Modeling;Business Strategy",Yes,Financial Modelling and Valuation; CFA Program;Microeconomic Diagnostics,BBA
Male,"Research, Social Justice, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, Artistic skills, People Management, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills",No,No,B.Tech
Female,"Financial Analysis, News Coverage, Research, Sales/Marketing, Social Justice, Take risk for Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, ML, Critical Thinking, Artistic skills, Java, Communication Skills, News Gathering, Product Knowledge",No,No,B.Tech
Male,News Coverage;Web Designing;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Social media marketing;Information Technology,Accounting Skills;Hardware skills;Programming Language skills;Gathering Information;People management;Risk management skills;Writing skills;C++;Python;SQL;Java;Hospitality,Yes,BCA,BCA
Male,Technology;Data scientist;Web development;All fields related to Data science.;Information Technology,Programming Language skills;Python;SQL,Yes,Python,BE
Female,"Financial Analysis, Technology","Gathering Informing, Business Knowledge, SQL, Leadership, Writing, Designing Skills",Yes,Java,B.Tech
Male,Teaching,People management,No,No,BA
Male,Govt. Job,Sales,No,No,B.Sc
Female,Teaching,Teaching ,No,No,B.Sc
Female,Teaching;Data analytics;Data scientist,Programming Language skills;Leadership;Problem Solving skills;SQL;PHP,No,No,B.Sc
Female,News Coverage;Social Justice;Teaching;Trading;Understand human body;Content Writing,"Hardware skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Sales;Social Media Marketing;Linux;Proeficiency in Software like STAAD PRO, ETABS;MATLAB",Yes,Software Testing,BE
Male,"Cyber Security,Technology,Data analytics,Machine Learning,Cloud computing","
Threat & Vulnerability Management;Endpoint Security;Vulnerability Assessment;ISO 27001;Information Security;proofpoint;Palo Alto Networks;Symantec Endpoint Protection;SophosS;Vulnerability Management;Security Information and Event Management (SIEM);Threat Analysis;Threat Assessment;Splunk;ISO 27001 Lead Auditor;Pki;Cyber Security Risk;Cybersecurity Incident Response;Vulnerability Scanning;Security",Yes,"Applied Cybersecurity Essentials Hybrid Intensive;
ISO 27001 Lead Auditor Information Security Management System ;Splunk Fundamentals;
Accredited Configuration Engineer (ACE);Ethical Hacking",B.Tech
Male,"Social Justice, Take risk for Profits, Technology, Entrepreneurship, Understand Human Behaviour","Critical Thinking, Business Knowledge, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, News Gathering, Product Knowledge, Market Study, Team work, Excel",Yes,INTERNATINALLY ACCREDITED DIPLOMA IN ADVACNED NUTRITION AND FITNESS ,B.E
Female,Research;Technology;Trading;Understand human behaviour;Content Writing;Data analytics;Govt. Job;Digital marketing;Home interior design;Social media marketing;Gardening;Infrastructure;Information Technology,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills,Yes,Digital marketing,B.Com
Female,Financial Analysis;Teaching;Data analytics;Govt. Job;Data scientist;Excel,Negotiation skills;Leadership;Editing;Python;Teaching;Programming Language C,Yes,Copa iti,B.Tech
Female,Sales/Marketing;Social Justice;Understand human behaviour;Content Writing;Digital marketing;Social media marketing,Active Listening;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation;Client management,Yes,Digital Marketing,Master of journalism
Male,Technology,"Business Knowledge, Communication Skills",No,No,B.Sc
Female,Technology,Programming Language skills;Communication skills;Problem Solving skills;Python;MATLAB,No,No,BE
Female,"Teaching, Technology","Logical Skills, Presentation Skills, Observation Skills, Subject Knowledge",No,No,G. N. M Nurshing
Female,Research,Subject Knowledge,Yes,Molecular biology techniques,B.Sc
Female,Financial Analysis,"Active Listening, AI, Critical Thinking, Analytic Thinking, Artistic skills, Java, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Mass Communication, Writing, Tableau, Reading, Designing Skills",No,No,B.Tech
Male,"Financial Analysis, Entrepreneurship",Accounting Skills,No,No,B.Com
Male,Technology,"Python, Critical Thinking, Programming, Editing, Creativity Skills, Market Study, Team work, Excel, C++, Linux, Problem Solving skills",Yes,PDCAD/CAM,B.Tech
Female,Govt. Job,Accounting Skills,No,No,MCA
Female,"Research,Understand human body,BioTechnology","Real-Time Polymerase Chain Reaction (qPCR);
Environmental Biotechnology;
Molecular Biology",Yes,Biological data Analyzers,B.Tech
Male,Web development;Information Technology,C++;R;Linux;Python;Artificial Intelligence;SQL;Java,No,No,B.Tech
Female,Research;Technology;Data scientist,Programming Language skills;Gathering Information;Analytical Skills;Python;Artificial Intelligence,Yes,Java,B.Tech
Female,"Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",No,No,B.Tech
Female,Technology,,Yes,Data Science,B.Tech
Female,Technology,Programming Language skills;Critical Thinking;Gathering Information;People management;Communication skills;Leadership;SQL;Java,Yes,"oracle associate developer, Microsoft azure fundamentals, microsoft azure data adsociate",B.Tech
Male,Teaching;Technology;Content Writing;Govt. Job;Industires;Sports Industry;Oil and Gas;Excel,Active Listening;Gathering Information;Communication skills;Product knowledge;Writing skills;Presentation Skills;Good communication skills,No,No,BE
Male,Data analytics;Game industry;Data scientist;Information Technology,Programming Language skills;Analytical Skills;Communication skills;Leadership;Machine Learning skills;Python,No,No,Diploma
Male,Data scientist,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Machine Learning skills;Python;Artificial Intelligence;SQL,Yes,"IBM Datascience, AI, Python, Tableu, MySQL ",B.Pharmacy
Male,Technology,Programming Language skills;Business Knowledge;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;MATLAB,Yes,Certificate Course on Data Science,B.Tech
Male,Electronics and communication Engineering,"Python, SQL",No,No,B.Tech
Male,Trading,"Wealth Management, Problem Solving skills",No,No,BE
Female,Financial Analysis;Teaching;Technology;Trading;Data analytics;Home interior design;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );R;Python;Artificial Intelligence;SQL;Good communication skills,Yes,Google data analytics certificate,B.Tech
Male,"Technology,Data analytics,Machine Learning,Cloud computing,Cyber Security",Web Application Security;Vulnerability Assessment;OWASP;Penetration Testing;Shell Scripting;Python (Programming Language);Ethical Hacking;Web Application Security Assessment;Application Security,Yes,Certified Ethical Hacker (CEH);CyberArk Privileged Access Security;Security Certified Network Specialist (SCNS),B.Tech
Male,Technology;Industires;Design,"Proeficiency in Software like STAAD PRO, ETABS",Yes,Autocad-Electrical,B.Tech
Female,Teaching;Game industry;All fields related to Data science.,Programming Language skills;Machine Learning skills;Python;SQL,Yes,iOS course,B.Sc
Male,"Sales/Marketing, Take risk for Profits","Active Listening, Artistic skills, Communication Skills, Work under Pressure, Editing, Product Knowledge, Creativity Skills, Market Study, Team work, Excel, Sales",Yes,Chse ,B.Sc
Male,Research;Technology;Data analytics,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Wealth Management;Presentation Skills;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing,Yes,Python Programming,BE
Male,Social Justice;Social causes,Civil & Criminal Law,Yes,criminology,BALLB
Male,Technology;Data analytics;Data scientist;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Artificial Intelligence;SQL,Yes,Python Data Structures,B.Tech
Male,Financial Analysis;Research;Technology;Trading;Supply Chain Analysis;Web Designing;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Machine Learning skills;Python,No,No,BE
Male,"Financial Analysis, Research, Technology, Trading","AI, ML, Python, Analytic Thinking, Business Knowledge, Java, SQL, Oracle, Programming, People Management, C++, R",Yes,Data science program ,B.Tech
Male,Entrepreneurship,"Active Listening, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, People Management, Leadership, Team work, Logical Skills, Interpersonal Skills, C++, Problem Solving skills, Writing, Building Rapport, Subject Knowledge",No,No,B.Tech
Male,Technology;Web Designing;Data analytics;Game industry;Data scientist;Web development,Active Listening;Hardware skills;Programming Language skills;Gathering Information;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Java;Architecture;Good communication skills,No,No,B.Tech
Female,"Research, Technology, Entrepreneurship","Java, Programming, Creativity Skills, Team work, Excel, Linux",No,No,B.Tech
Female,"Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",No,No,B.Tech
Female,Govt. Job,Hospitality,Yes,Aviation security courses ,Economics 
Male,Sales/Marketing,Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Product knowledge;Problem Solving skills;Risk management skills;Client management,Yes,Microsoft office ,B.Com
Female,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",No,No,B.Tech
Male,"Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",Yes,Python Training,B.Tech
Male,Research;Sales/Marketing;Supply Chain Analysis,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;SQL,Yes,Catia,B.Tech
Male,Human Resource ,Negotiation skills;HR,Yes,Human Resources Information Systems (HRIS),BBA
